"id","journal","créé","modif","url","titre","signataire","section","mention IA dans texte"
3204012,"Journal Métro",2025-11-03T11:09:26,2025-11-05T13:49:23,"https://journalmetro.com/local/riviere-des-prairies-pointe-aux-trembles/3204012/riviere-des-prairies-pointe-aux-trembles-passe-du-cote-densemble-montreal/","Rivière-des-Prairies–Pointe-aux-Trembles passe du côté d’Ensemble Montréal","Olivier Robichaud","Rivière-des-Prairies–Pointe-aux-Trembles","non"
3203989,"Journal Métro",2025-11-03T09:49:19,2025-11-05T13:53:03,"https://journalmetro.com/local/lile-bizard-sainte-genevieve/3203989/projet-montreal-remporte-la-mairie-de-lile-bizard-sainte-geneviere/","Projet Montréal remporte la mairie de L’Île-Bizard–Sainte-Geneviève","Olivier Robichaud","L'Île-Bizard–Sainte-Geneviève","non"
3203948,"Journal Métro",2025-11-03T02:40:03,2025-11-05T13:54:40,"https://journalmetro.com/actualites/3203948/lorraine-pintal-perd-son-pari-dans-rosemont/","Lorraine Pintal perd son pari dans Rosemont","Olivier Robichaud","Actualités","non"
3203936,"Journal Métro",2025-11-03T02:11:28,2025-11-05T14:02:49,"https://journalmetro.com/local/lachine/3203936/ensemble-montreal-fait-une-percee-dans-lachine/","Ensemble Montréal fait une percée dans Lachine","Olivier Robichaud","Lachine","non"
3203934,"Journal Métro",2025-11-03T01:57:14,2025-11-05T14:05:30,"https://journalmetro.com/local/cote-des-neiges-notre-dame-de-grace/3203934/ensemble-montreal-remporte-cote-des-neiges-notre-dame-de-grace/","Ensemble Montréal remporte Côte-des-Neiges–Notre-Dame-de-Grâce","Olivier Robichaud","Côte-des-Neiges–Notre-Dame-de-Grâce","non"
3203926,"Journal Métro",2025-11-03T01:35:58,2025-11-05T14:08:30,"https://journalmetro.com/local/ahuntsic-cartierville/3203926/ensemble-montreal-cause-la-surprise-dans-ahuntsic-cartierville/","Ensemble Montréal cause la surprise dans Ahuntsic-Cartierville","Olivier Robichaud","Ahuntsic-Cartierville","non"
3204050,"Journal Métro",2025-11-03T12:52:17,2025-11-05T14:10:20,"https://journalmetro.com/local/ids-verdun/3204050/ensemble-montreal-arrache-lile-des-soeurs-a-projet-montreal/","Ensemble Montréal arrache l’Île-des-Soeurs à Projet Montréal","Olivier Robichaud","IDS-Verdun","non"
3203998,"Journal Métro",2025-11-03T10:49:10,2025-11-05T20:12:02,"https://journalmetro.com/local/outremont/3203998/outremont-georgia-haloulos-seule-elue-independante-a-montreal/","Outremont: Georgia Haloulos, seule élue indépendante à Montréal","Olivier Robichaud","Outremont","non"
3204123,"Journal Métro",2025-11-06T06:46:42,2025-11-06T06:47:06,"https://journalmetro.com/local/ouest-de-lile/3204123/pointe-claire-s-illumine-pour-les-fetes-avec-des-evenements-magiques/","Pointe-Claire s’illuminera pour le temps des Fêtes","Agent IA Journal Métro","Ouest-de-l’Île","oui"
3204155,"Journal Métro",2025-11-06T08:21:15,2025-11-06T08:21:18,"https://journalmetro.com/actualites/3204155/les-jeunes-de-pointe-claire-expriment-leur-amour-pour-les-installations-sportive/","Petit bureau de vote: les jeunes de Pointe-Claire choisissent les sports","Agent IA Journal Métro","Actualités","oui"
3204136,"Journal Métro",2025-11-06T06:59:10,2025-11-06T08:22:47,"https://journalmetro.com/local/ouest-de-lile/3204136/les-fruits-defendus-une-initiative-locale-pour-reduire-le-gaspillage-alimentaire/","Les Fruits Défendus, ou cueillir les fruits de ses voisins","Agent IA Journal Métro","Ouest-de-l’Île","oui"
3204158,"Journal Métro",2025-11-06T08:50:41,2025-11-06T08:50:45,"https://journalmetro.com/actualites/national/3204158/budget-federal-2026-2027-soulagement-et-inquietudes-pour-le-secteur-culturel/","Budget fédéral – Soulagement et inquiétudes pour Culture Montréal","Agent IA Journal Métro","National","oui"
3204197,"Journal Métro",2025-11-06T10:51:37,2025-11-06T10:51:40,"https://journalmetro.com/actualites/montreal/3204197/greve-imminente-a-la-stm-appel-a-l-intervention/","Grève: la STM appelle les organismes à témoigner au tribunal","Agent IA Journal Métro","Montréal","oui"
3204231,"Journal Métro",2025-11-06T19:27:47,2025-11-06T20:05:55,"https://journalmetro.com/debats/3204231/les-greves-a-la-stm-expliquees-en-3-minutes/","Les grèves à la STM expliquées en 3 minutes","Olivier Robichaud","Débats","non"
3204253,"Journal Métro",2025-11-07T06:55:56,2025-11-07T06:56:01,"https://journalmetro.com/actualites/3204253/beaconsfield-lance-une-campagne-de-vaccination-contre-les-virus-respiratoires/","Beaconsfield lance une campagne de vaccination contre les virus respiratoires","Agent IA Journal Métro","Actualités","oui"
3204259,"Journal Métro",2025-11-07T15:00:00,2025-11-12T07:14:37,"https://journalmetro.com/actualites/montreal/3204259/le-spvm-etend-son-protocole-sur-les-etranglements-en-violence-conjugale/","Le SPVM s’attaque aux étranglements en contexte de violence conjugale","Agent IA Journal Métro","Montréal","oui"
3204275,"Journal Métro",2025-11-12T07:20:50,2025-11-12T07:20:52,"https://journalmetro.com/local/ouest-de-lile/3204275/nouveau-conseil-municipal-assermente-a-pointe-claire/","Nouveau Conseil Municipal Assermenté à Pointe-Claire","Agent IA Journal Métro","Ouest-de-l’Île","oui"
3204284,"Journal Métro",2025-11-10T14:00:00,2025-11-12T08:25:28,"https://journalmetro.com/actualites/3204284/catherine-fournier-assermentee-a-longueuil-un-mandat-sous-le-signe-de-la-fierte/","Catherine Fournier assermentée «sous le signe de la fierté»","Agent IA Journal Métro","Actualités","oui"
3204315,"Journal Métro",2025-11-12T06:43:32,2025-11-12T08:36:00,"https://journalmetro.com/actualites/montreal/3204315/stm-la-greve-des-travailleurs-de-lentretien-est-suspendue/","STM: la grève des travailleurs de l’entretien est suspendue","Olivier Robichaud","Montréal","non"
3204289,"Journal Métro",2025-11-11T13:20:00,2025-11-12T08:48:08,"https://journalmetro.com/actualites/3204289/laval-nomination-des-membres-du-comite-executif-pour-2025-2029/","Laval: Nomination des membres du comité exécutif","Agent IA Journal Métro","Actualités","oui"
3204348,"Journal Métro",2025-11-12T12:50:07,2025-11-12T12:50:09,"https://journalmetro.com/actualites/montreal/3204348/stm-jean-boulet-sattend-a-eviter-la-greve-du-15-16-novembre/","STM: Jean Boulet s’attend à éviter la grève du 15-16 novembre","Olivier Robichaud","Montréal","non"
3204292,"Journal Métro",2025-11-10T13:00:00,2025-11-12T13:59:03,"https://journalmetro.com/local/cote-des-neiges-notre-dame-de-grace/3204292/le-fran-ais-s-impose-a-cote-des-neiges-avec-un-nouveau-programme/","Offensive pour les affaires en français à Côte-des-Neiges","Agent IA Journal Métro","Côte-des-Neiges–Notre-Dame-de-Grâce","oui"
3204304,"Journal Métro",2025-11-11T16:20:00,2025-11-12T16:39:00,"https://journalmetro.com/actualites/3204304/arrestation-de-deux-mineurs-pour-une-serie-de-vols-qualifies-a-montreal/","Deux adolescents arrêtés pour une série de vols qualifiés","Agent IA Journal Métro","Actualités","oui"
3204346,"Journal Métro",2025-11-12T17:12:26,2025-11-12T17:12:29,"https://journalmetro.com/local/3204346/lasalle-lance-son-budget-participatif-2025-2026-pour-un-milieu-de-vie-inclusif/","LaSalle lance son budget participatif 2025-2026 pour un milieu de vie inclusif","Agent IA Journal Métro","Local","oui"
3204307,"Journal Métro",2025-11-10T17:00:00,2025-11-12T17:20:25,"https://journalmetro.com/actualites/montreal/3204307/projet-montreal-conteste-les-resultats-de-quatre-elections-serrees/","Élections: 8 recomptages demandés par Projet Montréal et Ensemble Montréal","Agent IA Journal Métro","Montréal","oui"
3204373,"Journal Métro",2025-11-13T06:53:45,2025-11-13T07:30:06,"https://journalmetro.com/actualites/montreal/3204373/stm-metro-et-bus-arret-15-et-16-novembre/","STM: Métro et bus à l’arrêt les 15 et 16 novembre","Agent IA Journal Métro","Montréal","oui"
3204361,"Journal Métro",2025-11-13T07:44:47,2025-11-13T07:44:50,"https://journalmetro.com/actualites/montreal/3204361/ericka-alneus-devient-cheffe-interimaire-de-projet-montreal/","Ericka Alneus devient cheffe intérimaire de Projet Montréal","Agent IA Journal Métro","Montréal","oui"
3204399,"Journal Métro",2025-11-13T09:39:20,2025-11-13T09:39:25,"https://journalmetro.com/actualites/3204399/stl-stm-fusionnent-transport-adapte/","La STL et la STM fusionnent leurs services de transport adapté","Agent IA Journal Métro","Actualités","oui"
3204407,"Journal Métro",2025-11-13T14:24:08,2025-11-13T16:36:22,"https://journalmetro.com/actualites/montreal/3204407/greve-la-balle-est-dans-le-camp-du-syndicat-dit-la-stm/","Grève: la balle est dans le camp du syndicat, dit la STM","Olivier Robichaud","Montréal","non"
3204423,"Journal Métro",2025-11-14T06:59:01,2025-11-14T06:59:03,"https://journalmetro.com/actualites/montreal/3204423/soraya-martinez-ferrada-assermentee-comme-mairesse-de-montreal-2/","Soraya Martinez Ferrada assermentée comme mairesse de Montréal","Agent IA Journal Métro","Montréal","oui"
3204440,"Journal Métro",2025-11-14T15:08:27,2025-11-14T15:08:32,"https://journalmetro.com/actualites/montreal/3204440/greve-des-transports-a-montreal-impact-economique-majeur/","Grèves à la STM: les entreprises ont souffert, souligne la FCEI","Agent IA Journal Métro","Montréal","oui"
3204452,"Journal Métro",2025-11-14T15:29:10,2025-11-14T15:29:12,"https://journalmetro.com/local/3204452/pointe-claire-sollicite-l-avis-des-citoyens-sur-le-portail-de-sa-bibliotheque/","Pointe-Claire sonde ses citoyens sur le portail de sa bibliothèque","Agent IA Journal Métro","Local","oui"
3204449,"Journal Métro",2025-11-14T15:40:13,2025-11-14T15:40:17,"https://journalmetro.com/local/3204449/pointe-claire-lance-le-systeme-info-stationnement-pour-l-hiver/","Pointe-Claire: début des interdictions de stationnement dès ce soir","Agent IA Journal Métro","Local","oui"
3204446,"Journal Métro",2025-11-14T15:51:08,2025-11-14T15:51:10,"https://journalmetro.com/local/ouest-de-lile/3204446/fermeture-partielle-du-boulevard-des-anciens-combattants-a-sainte-anne-de-bellev/","Fermeture partielle du boulevard des Anciens-Combattants","Agent IA Journal Métro","Ouest-de-l’Île","oui"
3204456,"Journal Métro",2025-11-14T16:02:40,2025-11-14T16:02:45,"https://journalmetro.com/actualites/3204456/le-spvm-demantele-un-reseau-de-trafic-de-fentanyl-a-montreal/","Le SPVM démantèle un réseau de trafic de fentanyl à Montréal","Agent IA Journal Métro","Actualités","oui"
3204434,"Journal Métro",2025-11-14T10:36:38,2025-11-14T16:32:33,"https://journalmetro.com/actualites/montreal/3204434/lantenne-deux-montagnes-du-rem-inauguree/","L’antenne Deux-Montagnes du REM inaugurée","Olivier Robichaud","Montréal","non"
3204482,"Journal Métro",2025-11-14T21:45:58,2025-11-14T21:50:05,"https://journalmetro.com/actualites/montreal/3204482/entente-de-principe-a-la-stm-la-greve-des-chauffeurs-evitee/","STM: la grève des chauffeurs évitée","Agent IA Journal Métro","Montréal","oui"
3204492,"Journal Métro",2025-11-17T07:00:32,2025-11-17T07:02:20,"https://journalmetro.com/actualites/montreal/3204492/accord-de-principe-entre-la-stm-et-le-syndicat-administratif-evite-la-greve/","Une autre grève évitée à la STM","Agent IA Journal Métro","Montréal","oui"
3204498,"Journal Métro",2025-11-17T07:13:16,2025-11-17T07:13:18,"https://journalmetro.com/debats/3204498/lia-le-journal-de-sherbrooke-et-la-deontologie-journalistique/","L’IA, le «Journal» de Sherbrooke et la déontologie journalistique","Olivier Robichaud","Débats","non"
3204667,"Journal Métro",2025-11-17T15:00:49,2025-11-17T15:00:52,"https://journalmetro.com/local/villeray-st-michel-parc-extension/3204667/mary-deros-defaite-dans-parc-extension/","Mary Deros défaite dans Parc-Extension","Olivier Robichaud","Villeray–Saint-Michel–Parc-Extension","non"
3204671,"Journal Métro",2025-11-17T16:33:43,2025-11-17T16:33:47,"https://journalmetro.com/actualites/montreal/3204671/craintes-des-cyclistes-pour-lavenir-du-rev-henri-bourassa/","Craintes des cyclistes pour l’avenir du REV Henri-Bourassa","Agent IA Journal Métro","Montréal","oui"
3204675,"Journal Métro",2025-11-17T16:53:58,2025-11-17T16:54:00,"https://journalmetro.com/culture/ecrans/3204675/ce-soir-a-la-tele-lintronisation-de-les-boys-au-temple-de-la-renommee/","Ce soir à la télé, l’intronisation de Les Boys au Temple de la renommée","Agent IA Journal Métro","Écrans","oui"
3204707,"Journal Métro",2025-11-18T11:14:19,2025-11-18T15:00:02,"https://journalmetro.com/actualites/montreal/3204707/soraya-martinez-ferrada-devoile-la-composition-de-son-comite-executif/","Soraya Martinez Ferrada dévoile la composition de son comité exécutif","Olivier Robichaud","Montréal","non"
3204693,"Journal Métro",2025-11-18T15:10:56,2025-11-18T15:10:58,"https://journalmetro.com/local/ouest-de-lile/3204693/disparition-inquietante-a-dorval-le-spvm-deploie-un-poste-de-commandement/","Nouveaux efforts pour retrouver Pablo Ignacio Rivero Grajales","Agent IA Journal Métro","Ouest-de-l’Île","oui"
3204690,"Journal Métro",2025-11-18T15:48:22,2025-11-18T15:52:03,"https://journalmetro.com/culture/3204690/montreal-celebre-ses-finalistes-litteraires-2025/","Evelyne de la Chenelière parmi les finalistes du Grand Prix du livre de Montréal","Agent IA Journal Métro","Culture","oui"
3204687,"Journal Métro",2025-11-18T16:09:08,2025-11-18T16:09:10,"https://journalmetro.com/local/villeray-st-michel-parc-extension/3204687/l-art-d-herve-mbelo-denonce-la-brutalite-ecologique-a-montreal/","L’art d’Hervé Mbelo pour dénoncer la brutalité écologique","Agent IA Journal Métro","Villeray–Saint-Michel–Parc-Extension","oui"
3204684,"Journal Métro",2025-11-18T16:27:25,2025-11-18T16:27:28,"https://journalmetro.com/culture/3204684/emolab-quand-la-science-decrypte-nos-emotions-face-au-climat/","Émolab à la Biosphère – Nos émotions face au climat","Agent IA Journal Métro","Culture","oui"
3204795,"Journal Métro",2025-11-18T17:06:35,2025-11-18T17:09:14,"https://journalmetro.com/local/ids-verdun/3204795/recomptage-la-victoire-densemble-montreal-confirmee-dans-lachine/","Recomptage: la victoire d’Ensemble Montréal confirmée dans Lachine","Olivier Robichaud","IDS-Verdun","non"
3204792,"Journal Métro",2025-11-18T16:55:14,2025-11-18T17:09:34,"https://journalmetro.com/actualites/elections/3204792/mairie-de-verdun-la-victoire-de-projet-montreal-confirmee/","Mairie de Verdun: la victoire de Projet Montréal confirmée","Olivier Robichaud","Élections","non"
3204682,"Journal Métro",2025-11-19T07:13:30,2025-11-19T12:55:15,"https://journalmetro.com/actualites/3204682/lyft-arrondir-sa-course-pour-un-don-charitable/","Lyft: arrondir sa course pour un don charitable","Agent IA Journal Métro","Actualités","oui"
3204839,"Journal Métro",2025-11-20T05:30:00,2025-11-20T00:47:23,"https://journalmetro.com/actualites/montreal/3204839/itinerance-mobilisation-contre-un-projet-de-logements-dans-le-quartier-chinois/","Itinérance: Mobilisation contre un projet de logements dans le Quartier chinois","Olivier Robichaud","Montréal","non"
3204837,"Journal Métro",2025-11-20T07:35:25,2025-11-20T07:35:30,"https://journalmetro.com/local/3204837/mission-ouest-de-lile-sa-collecte-denrees-a-pointe-claire/","La Mission de l’Ouest-de-l’Île lance sa collecte de denrées à Pointe-Claire","Agent IA Journal Métro","Local","oui"
3204862,"Journal Métro",2025-11-20T10:24:00,2025-11-20T10:24:02,"https://journalmetro.com/actualites/montreal/3204862/valerie-plante-va-renouveler-ses-voeux-de-mariage/","Valérie Plante va renouveler ses voeux de mariage","Olivier Robichaud","Montréal","non"
3204886,"Journal Métro",2025-11-20T17:08:17,2025-11-20T17:21:34,"https://journalmetro.com/local/outremont/3204886/consternation-pour-la-piste-cyclable-de-lavenue-lajoie-a-outremont/","Consternation pour la piste cyclable de l’avenue Lajoie à Outremont","Olivier Robichaud","Outremont","non"
3204899,"Journal Métro",2025-11-21T07:23:00,2025-11-21T07:23:02,"https://journalmetro.com/local/saint-leonard/3204899/elections-les-resultats-dans-saint-leonard-confirmes-au-recomptage/","Élections: les résultats dans Saint-Léonard confirmés au recomptage","Olivier Robichaud","Saint-Léonard","non"
3204911,"Journal Métro",2025-11-21T09:19:48,2025-11-21T09:19:50,"https://journalmetro.com/actualites/montreal/3204911/montreal-instaure-un-gel-des-embauches-pour-une-gestion-financiere-rigoureuse/","Gel des embauches dès aujourd’hui à la Ville de Montréal","Agent IA Journal Métro","Montréal","oui"
3204881,"Journal Métro",2025-11-21T10:10:03,2025-11-21T10:10:07,"https://journalmetro.com/actualites/3204881/arrestation-d-un-suspect-pour-voies-de-fait-graves-a-montreal/","Arrestation pour attaques à l’arme blanche à Montréal et Repentigny","Agent IA Journal Métro","Actualités","oui"
3204878,"Journal Métro",2025-11-21T10:31:41,2025-11-21T10:31:44,"https://journalmetro.com/actualites/3204878/trois-arrestations-pour-tentative-d-incendie-criminel-dans-le-vieux-montreal/","Arrestations pour un incendie avorté dans un bar du Vieux-Montréal","Agent IA Journal Métro","Actualités","oui"
3204872,"Journal Métro",2025-11-21T10:50:58,2025-11-21T10:51:01,"https://journalmetro.com/culture/3204872/le-mac-et-le-calq-s-allient-pour-soutenir-les-artistes-quebecois/","Le MAC et le CALQ s’allient pour soutenir les artistes québécois","Agent IA Journal Métro","Culture","oui"
3204865,"Journal Métro",2025-11-21T10:57:43,2025-11-21T10:57:45,"https://journalmetro.com/economie/3204865/laval-economique-une-rencontre-pour-booster-l-exportation/","Laval : Rencontre IMPACT Économique pour mousser l’exportation","Agent IA Journal Métro","Économie","oui"
3204939,"Journal Métro",2025-11-21T13:41:55,2025-11-21T14:10:26,"https://journalmetro.com/actualites/national/3204939/francois-legault-veut-moins-dimmigrants-a-montreal-et-laval/","François Legault veut moins d’immigrants à Montréal et Laval","Olivier Robichaud","National","non"
3204943,"Journal Métro",2025-11-21T14:06:14,2025-11-21T14:32:19,"https://journalmetro.com/actualites/montreal/3204943/itinerance-soraya-martinez-ferrada-veut-plus-de-pouvoirs/","Itinérance: Soraya Martinez Ferrada veut plus de pouvoirs","Olivier Robichaud","Montréal","non"
3204950,"Journal Métro",2025-11-21T14:51:03,2025-11-21T14:51:05,"https://journalmetro.com/local/3204950/legault-et-martinez-ferrada-de-nouveaux-allies-pour-lest-de-montreal/","Legault et Martinez Ferrada, de nouveaux alliés pour l’Est de Montréal?","Olivier Robichaud","Local","non"
3204956,"Journal Métro",2025-11-21T16:19:40,2025-11-21T16:20:10,"https://journalmetro.com/culture/3204956/a-surveiller-au-salon-du-livre-de-montreal-ce-week-end/","À surveiller au Salon du livre de Montréal ce week-end","Marie-Josée R. Roy - Collaboration spéciale","Culture","non"
3204964,"Journal Métro",2025-11-22T05:00:00,2025-11-21T18:08:35,"https://journalmetro.com/culture/rencontres/3204964/salon-du-livre-lheure-de-gloire-de-marie-christine-chartier-et-elizabeth-lemay/","Salon du livre – L’heure de gloire de Marie-Christine Chartier et Elizabeth Lemay","Marie-Josée R. Roy - Collaboration spéciale","Rencontres","non"
3204821,"Journal Métro",2025-11-20T07:36:22,2025-11-21T20:04:41,"https://journalmetro.com/actualites/3204821/affine-lwalalika-a-la-presidence-du-conseil-municipal-de-longueuil/","Affine Lwalalika à la présidence du conseil municipal de Longueuil","Agent IA Journal Métro","Actualités","oui"
3204983,"Journal Métro",2025-11-24T11:10:18,2025-11-24T11:10:20,"https://journalmetro.com/actualites/montreal/3204983/pistes-cyclables-ericka-alneus-denonce-le-flou-de-ladministration/","Pistes cyclables: Ericka Alneus dénonce le «flou» de l’administration","Olivier Robichaud","Montréal","non"
3204989,"Journal Métro",2025-11-24T11:55:27,2025-11-24T11:55:28,"https://journalmetro.com/actualites/montreal/3204989/itinerance-et-immigration-malaise-concernant-les-propos-de-francois-legault/","Itinérance et immigration – «Malaise» concernant les propos de François Legault","Olivier Robichaud","Montréal","non"
3204999,"Journal Métro",2025-11-24T14:55:20,2025-11-24T14:55:22,"https://journalmetro.com/actualites/montreal/3204999/budget-plus-dargent-aux-arrondissements-promet-la-mairesse/","Budget: plus d’argent aux arrondissements, promet la mairesse","Olivier Robichaud","Montréal","non"
3205004,"Journal Métro",2025-11-24T15:18:36,2025-11-24T15:18:38,"https://journalmetro.com/local/3205004/laurier-ouest-et-operation-pere-noel-un-partenariat-pour-repandre-la-magie-des-f/","Opération Père Noël sur Laurier Ouest","Agent IA Journal Métro","Local","oui"
3204992,"Journal Métro",2025-11-24T15:32:12,2025-11-24T15:32:17,"https://journalmetro.com/actualites/3204992/saisie-de-drogues-de-230-000-par-le-spvm-a-montreal/","Saisie de drogues de 230 000$ à Montréal et Laval","Agent IA Journal Métro","Actualités","oui"
3205043,"Journal Métro",2025-11-24T19:10:52,2025-11-24T19:10:55,"https://journalmetro.com/culture/3205043/notre-dame-en-fetes-illumine-le-marche-de-lachine/","Notre-Dame en fêtes illumine le Marché de Lachine","Agent IA Journal Métro","Culture","oui"
3205060,"Journal Métro",2025-11-25T05:11:00,2025-11-25T06:46:52,"https://journalmetro.com/actualites/3205060/on-va-continuer-dentendre-parler-des-os-de-pistes-cyclables/","On va continuer d’entendre parler des os**** de pistes cyclables","Olivier Robichaud","Actualités","non"
3205071,"Journal Métro",2025-11-25T07:22:39,2025-11-25T07:37:54,"https://journalmetro.com/societe/vivre-ensemble/3205071/une-serie-dinitiatives-pour-contrer-la-violence-faite-aux-femmes/","Une série d’initiatives pour contrer la violence faite aux femmes","Agent IA Journal Métro","Vivre ensemble","oui"
3205093,"Journal Métro",2025-11-25T12:14:02,2025-11-25T15:02:55,"https://journalmetro.com/societe/vivre-ensemble/3205093/toit-a-moi-acheter-1000-condos-pour-contrer-litinerance/","Toit à moi: acheter 1000 condos pour contrer l’itinérance","Olivier Robichaud","Vivre ensemble","non"
3205088,"Journal Métro",2025-11-25T15:57:51,2025-11-25T15:57:53,"https://journalmetro.com/local/ouest-de-lile/3205088/les-trousses-cognitives-de-pointe-claire-s-etendent-a-l-ile-de-montreal/","Les trousses cognitives s’étendent dans les bibliothèques de banlieue","Agent IA Journal Métro","Ouest-de-l’Île","oui"
3205085,"Journal Métro",2025-11-25T15:37:28,2025-11-26T06:47:50,"https://journalmetro.com/culture/3205085/l-ia-transforme-le-secteur-culturel-quebecois-competences-et-defis/","Quelle place pour l’IA dans le milieu culturel québécois?","Agent IA Journal Métro","Culture","oui"
3205037,"Journal Métro",2025-11-24T18:55:38,2025-11-26T11:52:31,"https://journalmetro.com/culture/arts-et-spectacles/3205037/merci-d-etre-venus-une-piece-sur-le-deuil-et-la-sante-mentale-revient-a-montreal/","Deuil et santé mentale: «Merci d’être venus» au Théâtre Denise-Pelletier","Agent IA Journal Métro","Arts et spectacles","oui"
3205138,"Journal Métro",2025-11-26T16:34:55,2025-11-26T16:37:51,"https://journalmetro.com/local/mercier-hochelaga-maisonneuve/3205138/montreal-acquiert-l-ancien-cinema-paradis-pour-des-logements-abordables/","Montréal achètera le cinéma Paradis pour des logements abordables","Agent IA Journal Métro","Mercier-Hochelaga-Maisonneuve","oui"
3203471,"Journal Métro",2025-10-25T05:00:00,2025-11-27T10:44:37,"https://journalmetro.com/culture/rencontres/3203471/louise-marleau-sous-la-plume-de-son-amie-lorraine-pintal/","Louise Marleau sous la plume de son amie, Lorraine Pintal","Olivier Robichaud","Rencontres","non"
3205147,"Journal Métro",2025-11-27T14:02:14,2025-11-27T14:02:18,"https://journalmetro.com/culture/arts-et-spectacles/3205147/la-bande-des-10-un-elan-philanthropique-feminin-pour-le-theatre/","La Bande des 10, ou la philanthropique au féminin","Agent IA Journal Métro","Arts et spectacles","oui"
3205164,"Journal Métro",2025-11-27T14:42:58,2025-11-27T14:43:01,"https://journalmetro.com/actualites/3205164/le-canada-propose-des-sanctions-pour-renforcer-les-langues-officielles/","Vers des sanctions pour l’absence de français chez Air Canada et Via Rail","Agent IA Journal Métro","Actualités","oui"
3205170,"Journal Métro",2025-11-27T14:57:53,2025-11-27T14:57:57,"https://journalmetro.com/culture/3205170/montreal-honore-ses-artistes-avec-les-prix-pierre-ayot-et-louis-comtois/","Montréal honore ses artistes avec les prix Pierre-Ayot et Louis-Comtois","Agent IA Journal Métro","Culture","oui"
3205211,"Journal Métro",2025-11-27T15:31:28,2025-11-27T15:31:30,"https://journalmetro.com/local/montreal-nord/3205211/itinerance-dedommagement-pour-une-erreur-couteuse-des-cols-bleus/","Itinérance: dédommagement pour une erreur coûteuse des cols bleus?","Olivier Robichaud","Montréal-Nord","non"
3205217,"Journal Métro",2025-11-28T09:49:28,2025-11-28T10:18:38,"https://journalmetro.com/actualites/montreal/3205217/greve-de-temps-supplementaire-a-la-stm-impacts-a-prevoir/","Grève du temps supplémentaire à la STM","Agent IA Journal Métro","Montréal","oui"
3205252,"Journal Métro",2025-11-28T15:04:56,2025-11-28T15:04:58,"https://journalmetro.com/local/ouest-de-lile/3205252/fuite-de-donnees-du-systeme-dalertes-codered/","Fuite de données du système d’alertes CodeRED","Olivier Robichaud","Ouest-de-l’Île","non"
3205266,"Journal Métro",2025-11-29T21:23:24,2025-11-29T21:23:26,"https://journalmetro.com/debats/3205266/un-peu-doptimisme-face-aux-crises-du-logement-et-de-litinerance/","Un peu d’optimisme face aux crises du logement et de l’itinérance","Olivier Robichaud","Débats","non"
3205304,"Journal Métro",2025-12-01T14:36:48,2025-12-01T14:36:53,"https://journalmetro.com/actualites/montreal/3205304/montreal-renforce-sa-lutte-contre-l-itinerance-avec-une-cellule-de-crise/","Itinérance: Montréal crée sa cellule de crise et ajoute des haltes-chaleur","Agent IA Journal Métro","Montréal","oui"
3205529,"Journal Métro",2025-12-02T09:26:37,2025-12-02T09:30:49,"https://journalmetro.com/actualites/montreal/3205529/stm-la-greve-des-heures-supplementaires-refusee-par-le-tribunal/","STM: la grève des heures supplémentaires refusée par le tribunal","Olivier Robichaud","Montréal","non"
3205515,"Journal Métro",2025-12-02T12:47:30,2025-12-02T12:47:34,"https://journalmetro.com/actualites/3205515/longueuil-bat-un-record-de-generosite-pour-centraide/","Longueuil bat un record de générosité pour Centraide","Agent IA Journal Métro","Actualités","oui"
3205521,"Journal Métro",2025-12-03T16:37:39,2025-12-03T16:37:42,"https://journalmetro.com/local/3205521/senneville-demande-des-mesures-pour-limiter-le-trafic-de-camions/","Senneville veut réduire le trafic de camions au coeur du village","Agent IA Journal Métro","Local","oui"
3205571,"Journal Métro",2025-12-03T17:00:12,2025-12-03T17:00:14,"https://journalmetro.com/actualites/3205571/laval-renforce-la-lutte-contre-l-extorsion-avec-le-projet-vigilance/","Extorsion: offensive contre le groupe criminel Les Grecs à Laval","Agent IA Journal Métro","Actualités","oui"
3205619,"Journal Métro",2025-12-04T16:13:49,2025-12-04T16:14:24,"https://journalmetro.com/environnement/3205619/le-secteur-forestier-doit-etre-inclus-dans-le-calcul-des-ges-selon-snap-quebec/","Plaidoyer pour inclure le secteur forestier dans le calcul des GES","Agent IA Journal Métro","Environnement","oui"
3205622,"Journal Métro",2025-12-04T16:31:18,2025-12-04T16:31:23,"https://journalmetro.com/actualites/montreal/3205622/le-personnel-de-bureau-de-la-stm-approuve-l-entente-de-principe/","Le personnel administratif de la STM approuve l’entente de principe","Agent IA Journal Métro","Montréal","oui"
3205679,"Journal Métro",2025-12-05T10:46:21,2025-12-05T10:46:23,"https://journalmetro.com/actualites/3205679/le-spvm-demantele-un-reseau-de-trafic-de-stupefiants-a-montreal/","Le SPVM démantèle un réseau de trafic de stupéfiants à Montréal","Agent IA Journal Métro","Actualités","oui"
3205660,"Journal Métro",2025-12-05T11:05:17,2025-12-05T11:05:20,"https://journalmetro.com/local/ahuntsic-cartierville/3205660/arrestation-d-un-deuxieme-suspect-dans-l-incendie-criminel-d-un-manoir-a-montrea/","Suspect arrêté pour l’incendie du manoir de l’ancien patron de Pornhub","Agent IA Journal Métro","Ahuntsic-Cartierville","oui"
